User_ID,Assigned_Edge_Node,Old_Resource_Allocation,New_Resource_Allocation,Allocated_Bandwidth,New_Allocated_Bandwidth
1,5002,74.74790787039693,79.17050824960195,13600.441227486885,11108.140261621711
2,5014,75.18760322583704,72.01427702296857,12501.582481117062,12264.306965733593
3,5001,75.60347160260949,75.01516592637256,14798.807235387578,10451.144312074388
4,5005,73.48882044231163,80.05518557036477,13899.29982096231,10463.975166282955
5,5006,74.57749207083761,75.01146346039435,15499.019392114782,12633.118609149127
6,5006,75.00328884293411,75.05931367946131,12800.712421270877,13487.931988345548
7,5003,79.89893238819076,70.92715411441823,12500.79305331946,10664.066950283097
8,5014,79.91312439372237,76.58005708317644,12600.249217658566,11796.117980241925
9,5005,75.35543847234935,79.98429159068894,13699.694146978833,11184.587849389005
10,5001,74.66366374086344,79.24140222927778,14001.291963383388,10385.71940366899
11,5003,74.31043476795182,67.53757630707547,12801.41339801792,12007.728955365952
12,5014,75.65661947026042,73.06394762412177,14901.152204770377,11725.871002191554
13,5014,74.17587654658288,74.77499862317455,13099.564296080973,12394.689336903437
14,5006,72.14031203337744,68.48591963279532,12800.012758316709,11914.337560981361
15,5006,69.57296861409519,71.81011680740733,12298.122259116051,11913.588727276509
16,5006,74.40164006657787,71.87401740873665,12398.602925975332,12303.058715722855
17,5006,70.776907591123,72.13424027220131,12002.088514687595,13760.871050254409
18,5005,74.23923969140431,78.76067730141722,15001.061351438688,11064.10764470074
19,5002,74.30717365799418,78.6446564534033,15401.141507737437,11231.995567892223
20,5006,75.49355766095142,72.62605468146577,14000.78823794354,11078.72431671293
21,5005,75.6302964765895,67.12908563893117,12800.792422617307,11998.567907688684
22,5003,73.76761388519672,74.74363960550133,12801.018137609564,12615.129475269534
23,5006,74.71856987878833,72.69938745671759,14500.045955224105,11309.149977467356
24,5002,68.518740798524,71.15297198694714,12198.83272155029,11161.776884247627
25,5002,68.57807545090155,71.56110927320931,12101.45073354352,11978.347286237511
26,5001,68.3063249591578,72.84013007299916,13999.252094212688,11675.556700703759
27,5006,74.1873752388937,78.76067730141722,14799.591007661962,10844.922678222603
28,5005,75.7471525922097,71.74120901212882,13101.63995406622,11857.919217561732
29,5005,69.3653475003834,71.03128093324065,12001.738448814238,11036.13748391988
30,5003,74.11057926588836,77.29335868163447,12500.877152812189,11786.169855534967
31,5005,75.39042060804489,71.34455742890283,12701.402166620375,12002.809992261107
32,5006,73.72037681773541,75.14171792364577,15800.521849490317,14092.984018059266
33,5003,80.34650175047598,70.95284637731747,12499.353643414475,10421.580016692638
34,5014,74.69899487161585,78.37302755899636,14300.413678808343,10973.786703667563
35,5014,75.44295626086394,72.69938745671759,14200.49852362362,11362.024983923713
36,5001,76.22217055687808,72.95485159461495,14200.101344790142,11651.908293893406
37,5006,69.77581016742748,72.55546217070187,14000.95626185738,13129.193784115705
38,5003,73.7359166568565,67.69254359133261,12699.82829095156,11907.606844039132
39,5001,75.28740364503842,72.35517881947497,14000.249817315922,10896.841242102197
40,5002,75.91011056390681,67.44414102137557,12800.906889467566,11990.620257053024
41,5003,73.29611459247998,71.04316452240505,12500.499618043865,12350.027986296287
42,5005,74.63205543144876,73.34508872461201,12200.02824124848,12281.212654139972
43,5003,70.52469426247329,72.69051409650929,14998.970426505764,11411.559756604973
44,5014,74.37662776247366,76.48949654703145,12799.559261537352,11804.601607204382
45,5006,76.3351503366259,71.16261490860455,12499.877469907306,11552.588521433263
46,5001,75.81967992007623,72.95291339828918,14699.950211315689,11677.905418974236
47,5006,75.83259361302433,75.09828591127228,13699.6583849641,12460.444856586693
48,5005,73.50887114118174,79.81199884026107,14199.872341778046,10949.521724241278
49,5005,74.23625310715366,78.73687168290893,15199.62429259022,10737.549191834503
50,5006,74.30620065318318,74.75265572001997,12799.393010464424,12501.898599202103
51,5014,75.8994054623759,73.67001520842337,13199.854799813438,12150.962647861143
52,5001,59.071373486982864,72.57793733579712,12000.693253704312,11588.126946051185
53,5014,74.1965473991848,72.50872879657858,12500.859645951765,11537.889823522783
54,5014,74.92993297494733,75.22168341949265,13900.546177426368,10157.485558315999
55,5005,74.42991035029999,78.37302755899636,14200.626192607282,10712.913676161385
56,5014,76.00320955981807,77.31874234896013,12498.756004865778,11758.949993247053
57,5003,76.07454277934055,70.54761202018297,12500.048944630113,12138.104525229039
58,5006,72.22541663922911,74.8341211058616,12701.185744434471,12464.892537102915
59,5003,74.00723055384576,78.7974386901599,14999.124314083076,10578.599522517483
60,5002,75.34608346855565,75.1084371446264,15399.49092740154,12422.231765488414
61,5002,70.50583979189527,70.80204823610934,12300.427164019964,10418.976756883985
62,5006,73.61966777021655,72.7205912320663,13701.01090873966,11293.690299265698
63,5014,76.09676472435436,73.00555010761094,14500.425899167534,11675.684808313408
64,5002,74.12522620289275,78.5899215292126,14599.776916733215,10899.078388235252
65,5006,75.31546615022009,69.7000207630537,13099.867698049544,12107.226421668565
66,5005,69.31934593464581,71.06019259656739,12099.221306747277,10730.63465878351
67,5003,76.85571440429835,72.97869991386347,14401.140495938094,11636.519626680865
68,5001,74.05277444396177,71.21775137444409,13000.68424681618,12342.709266333448
69,5003,68.80555403558347,71.16754870761756,14001.258073606676,10606.141415151527
70,5003,74.81620056847969,75.242294955182,15599.962791734184,14255.25135593643
71,5001,75.21653195567532,71.47984148352234,12999.06572140501,11212.303173388244
72,5006,74.87949335598445,67.94064572391937,12800.478706054815,11998.283640759668
73,5003,75.81531389307308,74.56052635914632,12500.423867593292,12435.249331630068
74,5001,74.45050266763661,74.89144475945997,12802.645353445394,12849.549083287333
75,5001,73.75985536409007,72.13989977599879,12999.302654194207,12088.562204350796
76,5001,74.79654639597938,75.1189901794247,13400.14105656657,11315.19272196176
77,5001,75.8262447959356,69.2693402469334,12400.06540955928,11716.842723191465
78,5003,73.54530612889603,76.97976763782766,12700.21456398453,11647.268656971359
79,5002,70.26153957389633,71.3583293892987,12301.61697880551,11649.648142489857
80,5003,75.79059361289708,66.9574255623651,12800.065469490755,12002.986431588752
81,5014,74.52584758968709,72.4869110413265,13099.102906002492,11885.04415189304
82,5005,75.38547989325079,71.41733386135586,12499.63880581475,12349.596084129149
83,5002,74.2107609846783,75.40011937051003,12599.441073729256,12520.794171154634
84,5003,75.15806514403795,77.59056656745643,13199.186118132417,11124.35348510257
85,5006,81.69432832343125,71.06492112519632,12501.953588679651,13996.043087523069
86,5002,76.35870723028704,72.95485159461495,13899.316474321204,11304.820222417931
87,5001,73.72383483903475,77.56237665266885,14798.930584375494,10451.144312074388
88,5005,74.06701556443544,74.77970533315366,12802.24095356976,13291.491293929232
89,5014,76.29682082789334,71.35230885383079,12199.929868870662,11027.851018412199
90,5002,75.20232289958003,74.95917022953977,13500.69777110736,12296.99334429714
91,5003,74.71378376650445,72.6883952956725,14601.34251187974,11073.013900342787
92,5001,73.76549566648444,76.16369893011105,12298.791553138566,11828.118225329208
93,5001,68.97531541421733,70.90907342432955,12200.121357181502,11159.34066721635
94,5005,75.12914587157798,78.6446564534033,15499.814017532715,11040.572267225076
95,5001,73.91736882879584,78.5899215292126,14400.935707904062,10808.901042035877
96,5005,73.8043756594064,72.89255181762535,14100.578195627051,11519.061683312239
97,5005,75.79913027645128,71.91327932177515,13200.207067055531,11748.776960770922
98,5002,75.90247952284659,75.1189901794247,13300.03269966994,11698.668845735234
99,5003,73.37683941334024,71.34266269785206,12400.110991811696,12247.53483442239
100,5003,75.60888426883376,78.5899215292126,14498.177250806224,10768.069878686872
101,5003,74.94585872424034,71.47539341608355,12201.062353829238,11328.930036524212
102,5005,74.25205150050886,76.25325945015996,12498.23959935587,12585.917975943345
103,5006,73.49953475823061,74.15158832234356,14800.091234465735,12141.816752811643
104,5005,75.9217877103278,71.54647834843638,13099.343750657996,12095.062781258139
105,5014,75.52553754213227,67.69750571968316,12700.20500967375,11865.788697034335
106,5006,69.30048672662721,71.69780652583303,14999.311583866927,10795.938772590536
107,5002,75.94370965388403,79.27816361802046,13999.40958268431,10166.299561142612
108,5001,71.64803402067118,71.71159963819233,12301.656743906768,11027.999504144667
109,5006,73.44269892918336,68.17086425035092,12499.700638716771,11894.288508022966
110,5003,76.43271214167653,76.88731467542841,12800.346051864586,11745.545358288948
111,5006,69.61387526775616,73.2591959845886,14998.891473943817,12181.908495434098
112,5006,78.44199367038583,73.32996733196595,12600.01284874903,13333.274946166115
113,5014,75.07085222571502,76.948423789172,12599.467447878018,11454.93538735907
114,5001,74.80151517946366,72.899397753852,14499.72619828623,11602.111874049218
115,5005,75.39116235093621,72.75227806386526,13799.919059612232,11186.678137650886
116,5014,75.28299386824612,71.91327932177515,13097.724345617604,11797.874932875915
117,5001,71.03666837882416,72.38267755678719,12101.192848592753,13715.448761596634
118,5006,72.99221592758123,72.54228725718693,12198.685760486089,11614.109055481653
119,5014,73.97897763913362,75.38689756902373,14198.262078911106,10357.102753840076
120,5005,74.09897239659342,67.47666283485495,12499.992241545668,11864.530850929335
121,5001,73.25736771726321,74.97217769073077,15299.52935248542,12328.40134450702
122,5014,74.95689494921405,71.26901724661425,12198.977797237398,10664.238685252607
123,5002,75.69805755927318,75.09130239961469,12698.448579130478,13474.719979880216
124,5003,75.33744298615882,68.55938600661831,12802.18675816692,11939.017602737184
125,5006,76.51186997766416,71.7160245284347,12999.25273807362,12006.58655050718
126,5002,76.20373125813293,76.55676801503145,12299.734713821035,11805.877870502582
127,5001,75.7625350812746,75.08688836724534,15699.653417034098,14389.385445856076
128,5014,75.58935885247334,72.4869110413265,13399.718138176211,11861.85611331847
129,5003,75.06850118373842,74.62897143891898,12900.164348747005,12232.97876083418
130,5005,70.09819412214817,71.49787695607765,12000.176694809152,11830.91144523578
131,5002,73.28340026952455,71.28893257725521,12798.812764426386,11487.932961405017
132,5006,72.77053854790108,79.17050824960195,13599.55185733185,11193.241901589507
133,5003,75.35470560021054,72.69451775375678,14800.074143377717,11358.485513764526
134,5002,70.87015652282145,72.05692056641422,11997.606120718185,13432.732610609117
135,5014,75.42891668495109,78.68137514140575,14999.64418353066,11059.977484248097
136,5002,79.13461751433864,72.75693933461211,12599.905454790543,14031.96902891519
137,5005,75.97292534148913,71.91327932177515,13301.426023490189,11467.956586198992
138,5001,74.35016051831029,71.6115326277866,12699.167313379225,12290.948255452206
139,5002,70.46029288088017,71.175985084725,12200.156209620382,11161.776884247627
140,5014,75.94326938854861,74.73117204634718,12898.927923580626,12613.72772108652
141,5014,74.84411826204801,72.64393361595464,14798.361249397289,11302.577768648727
142,5006,75.53165925218339,74.55150038774495,12699.660447865996,12344.951237518519
143,5005,75.2672969530777,74.9582365395205,15299.396669012172,12216.889571397769
144,5006,70.37117917050111,72.16764308385163,12099.973090457344,13611.809561279046
145,5006,75.40391879923796,74.70646230819719,12500.218169894051,12479.609520112117
146,5003,76.00106092981346,68.48591963279532,12500.756997626711,11878.18881930329
147,5005,75.19314824999248,72.77930670125373,15300.214399739934,11653.12713527409
148,5005,73.92778490769659,72.69938745671759,14399.166477301267,11376.489393150816
149,5003,75.03513728384097,75.95770627263062,12899.957772469035,11825.002332466365
150,5006,75.6465063082749,75.08602153370555,12499.570309208704,12413.943320344735
151,5014,76.34738633182651,73.98012150522585,14999.40486040047,10517.90953038706
152,5006,74.4647678108714,71.89219874939289,12500.209942774169,11305.180518398085
153,5003,74.42617332507461,74.78671510345018,12700.230997382909,13347.139677396166
154,5005,76.18663240614252,74.92419613215414,15201.369404984893,12311.2760978022
155,5014,77.2319717966691,74.96200377604603,13700.196398856497,12423.85188521408
156,5006,75.16632996575015,79.27816361802046,14198.921654268896,10377.314323146496
157,5001,71.31740099885705,72.05545882401732,12000.53806243722,13505.471872281565
158,5001,74.10278770373455,75.1189901794247,13300.095448922624,11382.266487447336
159,5006,77.98140467489453,76.55981547510704,12299.51346312196,11375.534200288577
160,5001,77.24781083181857,77.0322146530026,13199.739111767723,11101.178047289362
161,5002,70.51341349133217,71.00399364059642,11999.390489730098,11161.628398515159
162,5005,76.0124207361421,74.4292453445592,12499.917884449467,12480.40454993747
163,5005,75.7910219501363,70.9284090001698,12800.896389037362,12397.94959833055
164,5005,80.53179090952881,71.63364533800122,12499.224403805363,11036.285969652348
165,5003,74.86229049531129,72.66830716171627,13099.970460947956,11964.609062906275
166,5014,74.2823159971462,75.89867996921006,12501.831169724408,12536.001200236193
167,5002,61.33993535991476,77.29034479114615,11998.976670489246,12647.066506227924
168,5006,73.25240933473317,75.26738476394344,15800.309422279435,13301.657273812769
169,5003,74.3911937116994,76.88256563195185,12499.138008892263,11777.567828765383
170,5005,68.95602687899654,71.98072211218637,15002.45365815017,11079.826323363064
171,5001,79.07420873481195,73.94690548739814,12601.75040716778,12384.032604377231
172,5003,78.68506973643137,73.0917815783987,12601.11155633842,12195.05058135085
173,5005,74.82257407295329,75.14591372670844,15800.386822015782,13941.10853484214
174,5006,70.95714002696153,71.59455717245612,12300.378692569113,11019.012447579064
175,5005,74.70986594738763,76.06718717868851,12399.959129823055,12640.71865496826
176,5006,67.47788061813984,72.36858278907329,11999.753378891275,13470.164636477557
177,5001,80.18360829017782,69.76026929254054,12600.448705627916,11862.432760485906
178,5002,74.37866717945177,76.55981547510704,12300.95183794958,11271.769907807207
179,5014,75.39834355686692,76.88731467542841,12498.677310260597,11840.291677872034
180,5003,80.29400001776638,78.24096986154632,12599.472821560326,12498.598910939829
181,5002,73.98939180712317,74.68814034294488,13298.3539885331,12212.683001190388
182,5003,70.20648385857808,71.26842253548837,11998.94020411383,11596.715218639454
183,5014,73.88865124695256,78.32324293598096,14700.60019545834,10286.44061160842
184,5014,74.86444749962436,71.63050779366992,12200.733985416147,11015.659090703655
185,5006,74.58194507576796,79.17050824960195,13599.953823534916,11293.296126805159
186,5001,74.28045946566571,72.87133015800741,14399.815850675615,11730.35630640595
187,5001,75.24345950433086,72.8619382057237,14399.392267723752,11881.582790691695
188,5005,76.16975153523308,79.22085384949403,13701.022436726113,10747.11191293516
189,5005,69.2988753635157,72.90554466169525,15001.124696993698,11274.107967716838
190,5006,59.78491334508773,71.52455671301375,12000.25426341486,10742.301701846143
191,5003,61.15000112996014,73.04878394282076,12000.364908540598,11149.274192695313
192,5014,75.96889962125826,77.68490800229942,15000.16540858314,10516.748741242043
193,5014,74.10423589123585,76.56296292085445,12800.382731625294,11761.462192212113
194,5005,73.6123185121971,71.47084018151048,14000.770625830652,12397.674941812931
195,5002,75.2134820187896,72.93622409287394,14599.934731995232,11341.287061358224
196,5002,91.2404874126204,70.97671901990647,174.1338776100613,175.521809389596
197,5001,71.28954922770836,71.1625864711711,14001.194600017769,10663.999867895447
198,5014,90.6707934054668,70.4051683053327,175.09229901277183,163.96111512729584
199,5014,74.69692081825558,78.28772513371842,15099.594347623864,10669.858176008987
200,5001,75.31690650830127,66.96009193148996,12500.799388900625,12028.520399074821
201,5005,74.97839509705618,74.74332643814955,12500.54276902777,12720.059500927164
202,5003,75.41867399134829,78.63121031608638,15501.47551972258,11241.645033998291
203,5006,74.59321346233642,75.05664403761587,12300.88482906814,12810.245491554268
204,5014,70.62884341431132,71.35230885383079,14998.87311146439,10663.999867895447
205,5005,70.93941406784319,71.42753223681981,12198.838379417768,11340.40567674789
206,5003,80.92195613852337,74.83553073358351,12500.36659084934,12656.298708390193
207,5003,69.42783693712643,72.1398087640179,14000.198188018776,11146.541119237498
208,5001,79.04106403705849,71.49855301703849,12500.734832971091,13899.402421003117
209,5003,71.4910751773884,73.44459357074274,14999.384668988583,12225.698641966863
210,5006,75.05354232840847,72.88151881936314,14101.856198237563,11676.7629312056
211,5005,90.4562004237504,70.42171587297231,173.43022766482198,159.86909394594792
212,5001,76.61355292224358,72.4726981019735,13999.733292232697,10791.10417394661
213,5001,76.27263242111025,74.84860742422273,15799.3524372812,13646.279675486903
214,5006,74.94384358103535,72.73643903119871,12500.531419776718,11220.960228540966
215,5001,74.8991766899061,78.70001569320709,14800.103858412072,10509.406242908868
216,5006,69.8151783506273,71.08591934405054,12100.032072148451,11161.628398515159
217,5002,74.32515740313195,74.72381564950125,12800.567416670185,12646.623677216283
218,5001,75.29311826488951,79.22085384949403,13700.033587690292,10817.7170391071
219,5005,74.80296408467322,75.08812446942599,15102.138312688534,12483.818955371837
220,5014,74.50384117891264,72.49876098171795,13401.828635983573,11681.25183489854
221,5001,90.39068507650362,73.40371880387343,176.85372108083556,184.00182115893986
222,5005,76.30222535678772,71.13605751160581,12199.83343800768,10599.216531355942
223,5003,74.59727546975579,75.63333873272231,13699.651470395478,10998.863438623881
224,5002,76.4499474731915,68.48591963279532,12700.68612350725,11912.860233795693
225,5006,72.71720612157718,72.66830716171627,13498.173906056572,11547.391600041181
226,5006,76.16951588189387,67.72066991341241,13100.2608637614,11718.736095083685
227,5014,69.70629168733224,72.0829379523284,12200.922702333988,13630.822561719515
228,5002,75.15034882591108,75.1189901794247,13402.20101634527,11122.674170451006
229,5014,73.02770378735315,78.14745137995834,15097.84282814389,10669.858176008987
230,5005,75.03387735352,73.65077349372612,13598.792034113763,12121.557457992112
231,5001,76.7679935164408,74.73844252303863,13000.113835523847,12250.815950009992
232,5005,70.57154236066478,71.02035839138955,13998.833058077304,11890.867910730623
233,5005,74.6813303602384,74.38847834864792,12699.831103473842,12201.373931427526
234,5005,68.40111079640145,72.61818642184059,11999.941418273218,13629.083025511889
235,5006,73.07728427826326,78.5899215292126,14201.396250677257,10981.311333290292
236,5001,69.87286125115688,71.21562492767757,14998.94352618271,10730.63465878351
237,5006,74.57748036897945,72.74877425831981,15001.857900719271,11416.462609710947
238,5003,74.25167513867163,72.66830716171627,13500.69685037832,11500.80750916112
239,5005,75.11088416698044,75.02966809793442,12499.740223226088,12750.786597692544
240,5006,76.3100846093801,73.63987104600986,15198.541594736223,11890.065683007268
241,5014,74.80021414903577,67.72066991341241,13099.423753953106,11760.459382759804
242,5014,75.33444856432146,72.54650741769304,14100.90664923868,11095.213259447817
243,5014,75.32250601655134,76.58731028819074,12299.243154197178,11572.779182283824
244,5002,73.38798429388031,71.59455717245612,12200.24412574122,11085.710333254963
245,5003,70.0298537814153,73.17717407094983,11998.878865902503,12450.26679786037
246,5014,75.52345219979759,78.78826835529054,15399.128770376745,11160.94870833351
247,5002,75.47486794554382,78.70011029416625,15299.61609583598,11007.112751100009
248,5014,74.45889215775314,75.36704970066681,12501.542160155812,12422.811030029972
249,5014,73.73097330330371,72.64393361595464,14699.882749586706,11330.21125248609
250,5014,75.36245062868882,68.4379099837392,12600.219084945713,12007.027237906008
251,5006,74.7757626844581,75.19572298289418,15801.470801502745,13987.453406888057
252,5002,77.36230571406718,76.95603200577484,12700.369730038266,11774.575939927608
253,5014,73.83623593850504,67.43219327726646,12399.656081828449,12041.0845834126
254,5002,75.48607617556338,75.22290579310993,15499.77682737004,12866.595519562357
255,5006,75.22319560225233,75.1353954987633,15800.191589313985,14051.342250991751
256,5005,75.97195332627588,75.9782980722127,13799.023194831256,10606.990975703751
257,5014,70.03019364701098,71.24741896339255,12101.34148659898,11162.299954444881
258,5001,75.80103763326237,73.62798925568156,13099.1316192397,12113.195754010658
259,5005,76.77483322134596,78.1081943283132,14998.859955737556,10517.90953038706
260,5003,69.84186953423504,72.90554466169525,15000.716963149982,11412.004406914803
261,5005,75.72450384323722,67.03355830531295,12898.477084156528,12009.935988849706
262,5003,80.19136298928619,76.13752408223866,12602.085748370271,13289.931909598241
263,5003,75.71268075872769,76.14462614657356,12500.329356134982,12622.06640856647
264,5005,70.08312783583357,72.51394879306321,15000.365129436728,11573.42726763158
265,5014,76.12437280305454,71.91327932177515,13200.608347635569,11746.475699514449
266,5001,75.49926728177263,74.57273175170641,14600.352901652988,10287.601400753436
267,5001,75.28007531164626,72.19253748872426,12199.256615831677,11430.34722113585
268,5001,75.22262630538786,76.95870485938127,12600.657685361046,11587.213678467648
269,5002,74.26221416150024,79.8570534628903,14198.134520967713,10877.962132444487
270,5006,75.75011067640934,75.74838350987483,12501.113570963667,12648.579471552543
271,5001,74.67316227190173,75.15057898197647,12898.642655217827,12655.972401134377
272,5001,69.2630628253716,71.72493350081584,12099.295300369964,13854.062846156956
273,5014,76.25288149601595,73.02158317055978,13601.212087348267,11319.437658514524
274,5014,74.29640307194227,78.13325050104237,14898.450807765064,10456.111481011625
275,5005,74.74764147995796,72.7419634915848,12498.119135005782,12230.186006606094
276,5005,73.79291930476579,75.11370940618612,15601.585547417826,13789.919312230273
277,5001,73.20766310085914,71.47975814908177,12999.232768636635,12191.50284094873
278,5005,89.67590900346529,73.60992419074982,174.43140431283834,150.0707111049581
279,5001,75.22969332130077,71.47984148352234,12999.570754705688,11312.749367078084
280,5001,75.95426955867829,74.76139132621685,13201.32316845824,12290.472893647297
281,5014,59.66992877411166,70.97233312326915,11999.583447398209,10730.63465878351
282,5002,75.57900822881739,74.9582365395205,15500.1711699959,12251.944432820266
283,5002,74.34923461799407,75.95770627263062,13000.155822270905,11677.970452062786
284,5003,75.46467946628766,79.24140222927778,13901.33133183982,10437.132204987342
285,5005,75.5114647428042,71.8901151280459,12699.48280189512,11860.626846527202
286,5003,74.95016632441008,78.66349620691689,14799.534229563013,10787.728769685647
287,5002,70.79909428479947,72.47371012977831,12301.573767710071,13573.717807602745
