User_ID,Allocated_Bandwidth,Resource_Allocation
8608,461.635441849456,73.45443364165043
8127,684.791569695212,70.65865425470109
8228,650.3066370700719,73.2783909831692
8228,650.3066370700719,73.2783909831692
7833,701.4993359891208,71.51288739221313
7437,578.4035309657739,71.75585591322019
7835,696.5896624836903,74.25673933958865
8046,483.1357634389062,71.68881626654611
7973,638.5283798610452,73.27586361576951
7726,686.3850751440613,71.51031184291534
8062,411.77395658908694,72.59458539782005
7285,461.635441849456,73.33051821065855
8423,483.20124930793673,72.53137562442994
7918,701.4993359891208,73.31936553503135
8050,623.9723040993141,73.5505748771219
8327,658.2431606071801,70.69617524228175
7369,582.7938301231821,72.3704514875358
8231,647.2441228112626,70.3837172007573
8141,461.6720439001547,70.38540855251868
8162,687.4271755552146,73.54698709358868
7811,502.97137970685236,74.43220917810906
8537,582.7938301231821,73.1621653887229
8653,668.8950774242448,70.70975571175298
